,X_Loc,Y_Loc,NLCD,Code,X_Centroid,Y_Centroid
5617,745533,4307666,PH,81,745548,4307681
5618,745533,4307696,PH,81,745548,4307711
5619,745533,4307726,DF,41,745548,4307741
5620,745533,4307756,DF,41,745548,4307771
5621,745533,4307786,SS,52,745548,4307801
5622,745533,4307816,SS,52,745548,4307831
5623,745533,4307846,DF,41,745548,4307861
5624,745533,4307876,DF,41,745548,4307891
5625,745533,4307906,SS,52,745548,4307921
5626,745533,4307936,DF,41,745548,4307951
5627,745533,4307966,DF,41,745548,4307981
5628,745533,4307996,DF,41,745548,4308011
5629,745533,4308026,DF,41,745548,4308041
5630,745533,4308056,DF,41,745548,4308071
5631,745533,4308086,DF,41,745548,4308101
5632,745533,4308116,DMI,23,745548,4308131
5633,745533,4308146,DLI,22,745548,4308161
5634,745533,4308176,PH,81,745548,4308191
5635,745533,4308206,PH,81,745548,4308221
5636,745533,4308236,PH,81,745548,4308251
5637,745533,4308266,PH,81,745548,4308281
5638,745533,4308296,PH,81,745548,4308311
5639,745533,4308326,SS,52,745548,4308341
5640,745533,4308356,SS,52,745548,4308371
5641,745533,4308386,PH,81,745548,4308401
5642,745533,4308416,PH,81,745548,4308431
5643,745533,4308446,PH,81,745548,4308461
5644,745533,4308476,PH,81,745548,4308491
5645,745533,4308506,PH,81,745548,4308521
5646,745533,4308536,PH,81,745548,4308551
5647,745533,4308566,PH,81,745548,4308581
5648,745533,4308596,DF,41,745548,4308611
5649,745533,4308626,DF,41,745548,4308641
5650,745533,4308656,NA,-9999,745548,4308671
5651,745533,4308686,DF,41,745548,4308701
5652,745533,4308716,DF,41,745548,4308731
5653,745533,4308746,SS,52,745548,4308761
5654,745533,4308776,SS,52,745548,4308791
5655,745533,4308806,PH,81,745548,4308821
5656,745533,4308836,NA,-9999,745548,4308851
5661,745533,4308986,NA,-9999,745548,4309001
5662,745533,4309016,DF,41,745548,4309031
5663,745533,4309046,DF,41,745548,4309061
5664,745533,4309076,DF,41,745548,4309091
5665,745533,4309106,DF,41,745548,4309121
5666,745533,4309136,DF,41,745548,4309151
5667,745533,4309166,DF,41,745548,4309181
5668,745533,4309196,DF,41,745548,4309211
5669,745533,4309226,DF,41,745548,4309241
5670,745533,4309256,DF,41,745548,4309271
5671,745533,4309286,DF,41,745548,4309301
5672,745533,4309316,DF,41,745548,4309331
5673,745533,4309346,DF,41,745548,4309361
5674,745533,4309376,DF,41,745548,4309391
5675,745533,4309406,DF,41,745548,4309421
5701,745563,4305566,DF,41,745578,4305581
5702,745563,4305596,SS,52,745578,4305611
5703,745563,4305626,SS,52,745578,4305641
5704,745563,4305656,DF,41,745578,4305671
5705,745563,4305686,SS,52,745578,4305701
5706,745563,4305716,NA,-9999,745578,4305731
5733,745563,4306526,NA,-9999,745578,4306541
5734,745563,4306556,DF,41,745578,4306571
5735,745563,4306586,DF,41,745578,4306601
5736,745563,4306616,DF,41,745578,4306631
5737,745563,4306646,DF,41,745578,4306661
5738,745563,4306676,DF,41,745578,4306691
5739,745563,4306706,DF,41,745578,4306721
5740,745563,4306736,DF,41,745578,4306751
5741,745563,4306766,DF,41,745578,4306781
5742,745563,4306796,DF,41,745578,4306811
5743,745563,4306826,DF,41,745578,4306841
5744,745563,4306856,DF,41,745578,4306871
5745,745563,4306886,DF,41,745578,4306901
5746,745563,4306916,DF,41,745578,4306931
5747,745563,4306946,DF,41,745578,4306961
5748,745563,4306976,DF,41,745578,4306991
5749,745563,4307006,DF,41,745578,4307021
5750,745563,4307036,DF,41,745578,4307051
5751,745563,4307066,DF,41,745578,4307081
5752,745563,4307096,DF,41,745578,4307111
5753,745563,4307126,DF,41,745578,4307141
5754,745563,4307156,DF,41,745578,4307171
5755,745563,4307186,DF,41,745578,4307201
5756,745563,4307216,DF,41,745578,4307231
5757,745563,4307246,DF,41,745578,4307261
5758,745563,4307276,SS,52,745578,4307291
5759,745563,4307306,PH,81,745578,4307321
5760,745563,4307336,PH,81,745578,4307351
5761,745563,4307366,PH,81,745578,4307381
5762,745563,4307396,PH,81,745578,4307411
5763,745563,4307426,SS,52,745578,4307441
5764,745563,4307456,SS,52,745578,4307471
5765,745563,4307486,PH,81,745578,4307501
5766,745563,4307516,PH,81,745578,4307531
5767,745563,4307546,PH,81,745578,4307561
5768,745563,4307576,PH,81,745578,4307591
5769,745563,4307606,PH,81,745578,4307621
5770,745563,4307636,PH,81,745578,4307651
5771,745563,4307666,PH,81,745578,4307681
5772,745563,4307696,PH,81,745578,4307711
5773,745563,4307726,PH,81,745578,4307741
5774,745563,4307756,DF,41,745578,4307771
5775,745563,4307786,SS,52,745578,4307801
5776,745563,4307816,DF,41,745578,4307831
5777,745563,4307846,DF,41,745578,4307861
5778,745563,4307876,DF,41,745578,4307891
5779,745563,4307906,SS,52,745578,4307921
5780,745563,4307936,DF,41,745578,4307951
5781,745563,4307966,DF,41,745578,4307981
5782,745563,4307996,DF,41,745578,4308011
5783,745563,4308026,DF,41,745578,4308041
5784,745563,4308056,DMI,23,745578,4308071
5785,745563,4308086,DLI,22,745578,4308101
5786,745563,4308116,DF,41,745578,4308131
5787,745563,4308146,PH,81,745578,4308161
5788,745563,4308176,PH,81,745578,4308191
5789,745563,4308206,PH,81,745578,4308221
5790,745563,4308236,PH,81,745578,4308251
5791,745563,4308266,PH,81,745578,4308281
5792,745563,4308296,PH,81,745578,4308311
5793,745563,4308326,PH,81,745578,4308341
5794,745563,4308356,PH,81,745578,4308371
5795,745563,4308386,PH,81,745578,4308401
5796,745563,4308416,PH,81,745578,4308431
5797,745563,4308446,PH,81,745578,4308461
5798,745563,4308476,PH,81,745578,4308491
5799,745563,4308506,PH,81,745578,4308521
5800,745563,4308536,PH,81,745578,4308551
5801,745563,4308566,SS,52,745578,4308581
5802,745563,4308596,SS,52,745578,4308611
5803,745563,4308626,DF,41,745578,4308641
5804,745563,4308656,DF,41,745578,4308671
5805,745563,4308686,DF,41,745578,4308701
5806,745563,4308716,DF,41,745578,4308731
5807,745563,4308746,SS,52,745578,4308761
5808,745563,4308776,SS,52,745578,4308791
5809,745563,4308806,SS,52,745578,4308821
5810,745563,4308836,SS,52,745578,4308851
5811,745563,4308866,NA,-9999,745578,4308881
5814,745563,4308956,DF,41,745578,4308971
5815,745563,4308986,PH,81,745578,4309001
5816,745563,4309016,DF,41,745578,4309031
5817,745563,4309046,DF,41,745578,4309061
5818,745563,4309076,DF,41,745578,4309091
5819,745563,4309106,DF,41,745578,4309121
5820,745563,4309136,DF,41,745578,4309151
5821,745563,4309166,DF,41,745578,4309181
5822,745563,4309196,DF,41,745578,4309211
5823,745563,4309226,DF,41,745578,4309241
5824,745563,4309256,DF,41,745578,4309271
5825,745563,4309286,DF,41,745578,4309301
5826,745563,4309316,DF,41,745578,4309331
5827,745563,4309346,DF,41,745578,4309361
5828,745563,4309376,DF,41,745578,4309391
5854,745593,4305536,NA,-9999,745608,4305551
5855,745593,4305566,DF,41,745608,4305581
5856,745593,4305596,SS,52,745608,4305611
5857,745593,4305626,SS,52,745608,4305641
5858,745593,4305656,DF,41,745608,4305671
5859,745593,4305686,DF,41,745608,4305701
5860,745593,4305716,DF,41,745608,4305731
5861,745593,4305746,DF,41,745608,4305761
5862,745593,4305776,NA,-9999,745608,4305791
5887,745593,4306526,SS,52,745608,4306541
5888,745593,4306556,DF,41,745608,4306571
5889,745593,4306586,DF,41,745608,4306601
5890,745593,4306616,DF,41,745608,4306631
5891,745593,4306646,DF,41,745608,4306661
5892,745593,4306676,DF,41,745608,4306691
5893,745593,4306706,DF,41,745608,4306721
5894,745593,4306736,DF,41,745608,4306751
5895,745593,4306766,DF,41,745608,4306781
5896,745593,4306796,DF,41,745608,4306811
5897,745593,4306826,DF,41,745608,4306841
5898,745593,4306856,DF,41,745608,4306871
5899,745593,4306886,DF,41,745608,4306901
5900,745593,4306916,DF,41,745608,4306931
5901,745593,4306946,DF,41,745608,4306961
5902,745593,4306976,DF,41,745608,4306991
5903,745593,4307006,DF,41,745608,4307021
5904,745593,4307036,DF,41,745608,4307051
5905,745593,4307066,DF,41,745608,4307081
5906,745593,4307096,DF,41,745608,4307111
5907,745593,4307126,DF,41,745608,4307141
5908,745593,4307156,DF,41,745608,4307171
5909,745593,4307186,DF,41,745608,4307201
5910,745593,4307216,DF,41,745608,4307231
5911,745593,4307246,DF,41,745608,4307261
5912,745593,4307276,DF,41,745608,4307291
5913,745593,4307306,DF,41,745608,4307321
5914,745593,4307336,PH,81,745608,4307351
5915,745593,4307366,PH,81,745608,4307381
5916,745593,4307396,DF,41,745608,4307411
5917,745593,4307426,SS,52,745608,4307441
5918,745593,4307456,SS,52,745608,4307471
5919,745593,4307486,DF,41,745608,4307501
5920,745593,4307516,DF,41,745608,4307531
5921,745593,4307546,PH,81,745608,4307561
5922,745593,4307576,PH,81,745608,4307591
5923,745593,4307606,PH,81,745608,4307621
5924,745593,4307636,PH,81,745608,4307651
5925,745593,4307666,PH,81,745608,4307681
5926,745593,4307696,PH,81,745608,4307711
5927,745593,4307726,SS,52,745608,4307741
5928,745593,4307756,SS,52,745608,4307771
5929,745593,4307786,DF,41,745608,4307801
5930,745593,4307816,DF,41,745608,4307831
5931,745593,4307846,SS,52,745608,4307861
5932,745593,4307876,DF,41,745608,4307891
5933,745593,4307906,DF,41,745608,4307921
5934,745593,4307936,DF,41,745608,4307951
5935,745593,4307966,DF,41,745608,4307981
5936,745593,4307996,DLI,22,745608,4308011
5937,745593,4308026,DLI,22,745608,4308041
5938,745593,4308056,DF,41,745608,4308071
5939,745593,4308086,DF,41,745608,4308101
5940,745593,4308116,MF,43,745608,4308131
5941,745593,4308146,NA,-9999,745608,4308161
5942,745593,4308176,PH,81,745608,4308191
5943,745593,4308206,PH,81,745608,4308221
5944,745593,4308236,PH,81,745608,4308251
5945,745593,4308266,PH,81,745608,4308281
5946,745593,4308296,PH,81,745608,4308311
5947,745593,4308326,PH,81,745608,4308341
5948,745593,4308356,PH,81,745608,4308371
5949,745593,4308386,PH,81,745608,4308401
5950,745593,4308416,PH,81,745608,4308431
5951,745593,4308446,PH,81,745608,4308461
5952,745593,4308476,PH,81,745608,4308491
5953,745593,4308506,PH,81,745608,4308521
5954,745593,4308536,PH,81,745608,4308551
5955,745593,4308566,SS,52,745608,4308581
5956,745593,4308596,SS,52,745608,4308611
5957,745593,4308626,DF,41,745608,4308641
5958,745593,4308656,DF,41,745608,4308671
5959,745593,4308686,DF,41,745608,4308701
5960,745593,4308716,SS,52,745608,4308731
5961,745593,4308746,SS,52,745608,4308761
5962,745593,4308776,SS,52,745608,4308791
5963,745593,4308806,SS,52,745608,4308821
5964,745593,4308836,PH,81,745608,4308851
5965,745593,4308866,PH,81,745608,4308881
5966,745593,4308896,PH,81,745608,4308911
5967,745593,4308926,PH,81,745608,4308941
5968,745593,4308956,PH,81,745608,4308971
5969,745593,4308986,DF,41,745608,4309001
5970,745593,4309016,DF,41,745608,4309031
5971,745593,4309046,DF,41,745608,4309061
5972,745593,4309076,DF,41,745608,4309091
5973,745593,4309106,DF,41,745608,4309121
5974,745593,4309136,DF,41,745608,4309151
5975,745593,4309166,DF,41,745608,4309181
5976,745593,4309196,DF,41,745608,4309211
5977,745593,4309226,DF,41,745608,4309241
5978,745593,4309256,DF,41,745608,4309271
5979,745593,4309286,DF,41,745608,4309301
5980,745593,4309316,DF,41,745608,4309331
5981,745593,4309346,DF,41,745608,4309361
5982,745593,4309376,NA,-9999,745608,4309391
6008,745623,4305536,DF,41,745638,4305551
6009,745623,4305566,DF,41,745638,4305581
6010,745623,4305596,DF,41,745638,4305611
6011,745623,4305626,DF,41,745638,4305641
6012,745623,4305656,SS,52,745638,4305671
6013,745623,4305686,SS,52,745638,4305701
6014,745623,4305716,DF,41,745638,4305731
6015,745623,4305746,DF,41,745638,4305761
6016,745623,4305776,DF,41,745638,4305791
6017,745623,4305806,DF,41,745638,4305821
6018,745623,4305836,NA,-9999,745638,4305851
6040,745623,4306496,NA,-9999,745638,4306511
6041,745623,4306526,DF,41,745638,4306541
6042,745623,4306556,DF,41,745638,4306571
6043,745623,4306586,DF,41,745638,4306601
6044,745623,4306616,DF,41,745638,4306631
6045,745623,4306646,DF,41,745638,4306661
6046,745623,4306676,DF,41,745638,4306691
6047,745623,4306706,DF,41,745638,4306721
6048,745623,4306736,DF,41,745638,4306751
6049,745623,4306766,DF,41,745638,4306781
6050,745623,4306796,DF,41,745638,4306811
6051,745623,4306826,DF,41,745638,4306841
6052,745623,4306856,DF,41,745638,4306871
6053,745623,4306886,DF,41,745638,4306901
6054,745623,4306916,SS,52,745638,4306931
6055,745623,4306946,SS,52,745638,4306961
6056,745623,4306976,DF,41,745638,4306991
6057,745623,4307006,DF,41,745638,4307021
6058,745623,4307036,DF,41,745638,4307051
6059,745623,4307066,DF,41,745638,4307081
6060,745623,4307096,DF,41,745638,4307111
6061,745623,4307126,DF,41,745638,4307141
6062,745623,4307156,DF,41,745638,4307171
6063,745623,4307186,DF,41,745638,4307201
6064,745623,4307216,DF,41,745638,4307231
6065,745623,4307246,DF,41,745638,4307261
6066,745623,4307276,DF,41,745638,4307291
6067,745623,4307306,DF,41,745638,4307321
6068,745623,4307336,DF,41,745638,4307351
6069,745623,4307366,DF,41,745638,4307381
6070,745623,4307396,SS,52,745638,4307411
6071,745623,4307426,DF,41,745638,4307441
6072,745623,4307456,SS,52,745638,4307471
6073,745623,4307486,SS,52,745638,4307501
6074,745623,4307516,DF,41,745638,4307531
6075,745623,4307546,DF,41,745638,4307561
6076,745623,4307576,PH,81,745638,4307591
6077,745623,4307606,PH,81,745638,4307621
6078,745623,4307636,PH,81,745638,4307651
6079,745623,4307666,DF,41,745638,4307681
6080,745623,4307696,DF,41,745638,4307711
6081,745623,4307726,SS,52,745638,4307741
6082,745623,4307756,SS,52,745638,4307771
6083,745623,4307786,SS,52,745638,4307801
6084,745623,4307816,DF,41,745638,4307831
6085,745623,4307846,SS,52,745638,4307861
6086,745623,4307876,DF,41,745638,4307891
6087,745623,4307906,DF,41,745638,4307921
6088,745623,4307936,DLI,22,745638,4307951
6089,745623,4307966,DMI,23,745638,4307981
6090,745623,4307996,DF,41,745638,4308011
6091,745623,4308026,DF,41,745638,4308041
6092,745623,4308056,DF,41,745638,4308071
6093,745623,4308086,NA,-9999,745638,4308101
6096,745623,4308176,PH,81,745638,4308191
6097,745623,4308206,PH,81,745638,4308221
6098,745623,4308236,PH,81,745638,4308251
6099,745623,4308266,PH,81,745638,4308281
6100,745623,4308296,PH,81,745638,4308311
6101,745623,4308326,PH,81,745638,4308341
6102,745623,4308356,PH,81,745638,4308371
6103,745623,4308386,PH,81,745638,4308401
6104,745623,4308416,PH,81,745638,4308431
6105,745623,4308446,PH,81,745638,4308461
6106,745623,4308476,PH,81,745638,4308491
6107,745623,4308506,PH,81,745638,4308521
6108,745623,4308536,PH,81,745638,4308551
6109,745623,4308566,PH,81,745638,4308581
6110,745623,4308596,PH,81,745638,4308611
6111,745623,4308626,SS,52,745638,4308641
6112,745623,4308656,DF,41,745638,4308671
6113,745623,4308686,DF,41,745638,4308701
6114,745623,4308716,DF,41,745638,4308731
6115,745623,4308746,DF,41,745638,4308761
6116,745623,4308776,SS,52,745638,4308791
6117,745623,4308806,SS,52,745638,4308821
6118,745623,4308836,SS,52,745638,4308851
6119,745623,4308866,PH,81,745638,4308881
6120,745623,4308896,PH,81,745638,4308911
6121,745623,4308926,PH,81,745638,4308941
6122,745623,4308956,SS,52,745638,4308971
6123,745623,4308986,SS,52,745638,4309001
6124,745623,4309016,DF,41,745638,4309031
6125,745623,4309046,DF,41,745638,4309061
6126,745623,4309076,DF,41,745638,4309091
6127,745623,4309106,DF,41,745638,4309121
6128,745623,4309136,DF,41,745638,4309151
6129,745623,4309166,DF,41,745638,4309181
6130,745623,4309196,DF,41,745638,4309211
6131,745623,4309226,DF,41,745638,4309241
6132,745623,4309256,DF,41,745638,4309271
6133,745623,4309286,DF,41,745638,4309301
6134,745623,4309316,DF,41,745638,4309331
6135,745623,4309346,DF,41,745638,4309361
6161,745653,4305506,DF,41,745668,4305521
6162,745653,4305536,DF,41,745668,4305551
6163,745653,4305566,DF,41,745668,4305581
6164,745653,4305596,DF,41,745668,4305611
6165,745653,4305626,DF,41,745668,4305641
6166,745653,4305656,DF,41,745668,4305671
6167,745653,4305686,DF,41,745668,4305701
6168,745653,4305716,DF,41,745668,4305731
6169,745653,4305746,DF,41,745668,4305761
6170,745653,4305776,DF,41,745668,4305791
6171,745653,4305806,DF,41,745668,4305821
6172,745653,4305836,DF,41,745668,4305851
6173,745653,4305866,DF,41,745668,4305881
6174,745653,4305896,NA,-9999,745668,4305911
6193,745653,4306466,NA,-9999,745668,4306481
6194,745653,4306496,DF,41,745668,4306511
6195,745653,4306526,DF,41,745668,4306541
6196,745653,4306556,DF,41,745668,4306571
6197,745653,4306586,DF,41,745668,4306601
6198,745653,4306616,DF,41,745668,4306631
6199,745653,4306646,DF,41,745668,4306661
6200,745653,4306676,DF,41,745668,4306691
6201,745653,4306706,DF,41,745668,4306721
6202,745653,4306736,DF,41,745668,4306751
6203,745653,4306766,DF,41,745668,4306781
6204,745653,4306796,DF,41,745668,4306811
6205,745653,4306826,DF,41,745668,4306841
6206,745653,4306856,DF,41,745668,4306871
6207,745653,4306886,DF,41,745668,4306901
6208,745653,4306916,DF,41,745668,4306931
6209,745653,4306946,DF,41,745668,4306961
6210,745653,4306976,DF,41,745668,4306991
6211,745653,4307006,DF,41,745668,4307021
6212,745653,4307036,DF,41,745668,4307051
6213,745653,4307066,DF,41,745668,4307081
6214,745653,4307096,DF,41,745668,4307111
6215,745653,4307126,DF,41,745668,4307141
6216,745653,4307156,DF,41,745668,4307171
6217,745653,4307186,DF,41,745668,4307201
6218,745653,4307216,DF,41,745668,4307231
6219,745653,4307246,DF,41,745668,4307261
6220,745653,4307276,DF,41,745668,4307291
6221,745653,4307306,DF,41,745668,4307321
6222,745653,4307336,DF,41,745668,4307351
6223,745653,4307366,DF,41,745668,4307381
6224,745653,4307396,SS,52,745668,4307411
6225,745653,4307426,SS,52,745668,4307441
6226,745653,4307456,SS,52,745668,4307471
6227,745653,4307486,SS,52,745668,4307501
6228,745653,4307516,DF,41,745668,4307531
6229,745653,4307546,DF,41,745668,4307561
6230,745653,4307576,DF,41,745668,4307591
6231,745653,4307606,PH,81,745668,4307621
6232,745653,4307636,PH,81,745668,4307651
6233,745653,4307666,DF,41,745668,4307681
6234,745653,4307696,DF,41,745668,4307711
6235,745653,4307726,SS,52,745668,4307741
6236,745653,4307756,SS,52,745668,4307771
6237,745653,4307786,SS,52,745668,4307801
6238,745653,4307816,DF,41,745668,4307831
6239,745653,4307846,DF,41,745668,4307861
6240,745653,4307876,DF,41,745668,4307891
6241,745653,4307906,DLI,22,745668,4307921
6242,745653,4307936,DMI,23,745668,4307951
6243,745653,4307966,DF,41,745668,4307981
6244,745653,4307996,DF,41,745668,4308011
6245,745653,4308026,DF,41,745668,4308041
6246,745653,4308056,NA,-9999,745668,4308071
6250,745653,4308176,PH,81,745668,4308191
6251,745653,4308206,PH,81,745668,4308221
6252,745653,4308236,PH,81,745668,4308251
6253,745653,4308266,PH,81,745668,4308281
6254,745653,4308296,PH,81,745668,4308311
6255,745653,4308326,PH,81,745668,4308341
6256,745653,4308356,PH,81,745668,4308371
6257,745653,4308386,PH,81,745668,4308401
6258,745653,4308416,PH,81,745668,4308431
6259,745653,4308446,PH,81,745668,4308461
6260,745653,4308476,PH,81,745668,4308491
6261,745653,4308506,PH,81,745668,4308521
6262,745653,4308536,PH,81,745668,4308551
6263,745653,4308566,PH,81,745668,4308581
6264,745653,4308596,DF,41,745668,4308611
6265,745653,4308626,DF,41,745668,4308641
6266,745653,4308656,DF,41,745668,4308671
6267,745653,4308686,DF,41,745668,4308701
6268,745653,4308716,DF,41,745668,4308731
6269,745653,4308746,DF,41,745668,4308761
6270,745653,4308776,DF,41,745668,4308791
6271,745653,4308806,DF,41,745668,4308821
6272,745653,4308836,DF,41,745668,4308851
6273,745653,4308866,PH,81,745668,4308881
6274,745653,4308896,PH,81,745668,4308911
6275,745653,4308926,PH,81,745668,4308941
6276,745653,4308956,PH,81,745668,4308971
6277,745653,4308986,SS,52,745668,4309001
6278,745653,4309016,SS,52,745668,4309031
6279,745653,4309046,DF,41,745668,4309061
6280,745653,4309076,DF,41,745668,4309091
6281,745653,4309106,DF,41,745668,4309121
6282,745653,4309136,DF,41,745668,4309151
6283,745653,4309166,DF,41,745668,4309181
6284,745653,4309196,DF,41,745668,4309211
6285,745653,4309226,DF,41,745668,4309241
6286,745653,4309256,DF,41,745668,4309271
6287,745653,4309286,DF,41,745668,4309301
6288,745653,4309316,DF,41,745668,4309331
6289,745653,4309346,NA,-9999,745668,4309361
6314,745683,4305476,DF,41,745698,4305491
6315,745683,4305506,DF,41,745698,4305521
6316,745683,4305536,DF,41,745698,4305551
6317,745683,4305566,DF,41,745698,4305581
6318,745683,4305596,DF,41,745698,4305611
6319,745683,4305626,DF,41,745698,4305641
6320,745683,4305656,DF,41,745698,4305671
6321,745683,4305686,DF,41,745698,4305701
6322,745683,4305716,DF,41,745698,4305731
6323,745683,4305746,DF,41,745698,4305761
6324,745683,4305776,DF,41,745698,4305791
6325,745683,4305806,DF,41,745698,4305821
6326,745683,4305836,DF,41,745698,4305851
6327,745683,4305866,DF,41,745698,4305881
6328,745683,4305896,DF,41,745698,4305911
6329,745683,4305926,DF,41,745698,4305941
6330,745683,4305956,NA,-9999,745698,4305971
6346,745683,4306436,NA,-9999,745698,4306451
6347,745683,4306466,DF,41,745698,4306481
6348,745683,4306496,DF,41,745698,4306511
6349,745683,4306526,DF,41,745698,4306541
6350,745683,4306556,DF,41,745698,4306571
6351,745683,4306586,DF,41,745698,4306601
6352,745683,4306616,DF,41,745698,4306631
6353,745683,4306646,DF,41,745698,4306661
6354,745683,4306676,DF,41,745698,4306691
6355,745683,4306706,DF,41,745698,4306721
6356,745683,4306736,DF,41,745698,4306751
6357,745683,4306766,DF,41,745698,4306781
6358,745683,4306796,DF,41,745698,4306811
6359,745683,4306826,DF,41,745698,4306841
6360,745683,4306856,DF,41,745698,4306871
6361,745683,4306886,DF,41,745698,4306901
6362,745683,4306916,DF,41,745698,4306931
6363,745683,4306946,DF,41,745698,4306961
6364,745683,4306976,DF,41,745698,4306991
6365,745683,4307006,DF,41,745698,4307021
6366,745683,4307036,DF,41,745698,4307051
6367,745683,4307066,DF,41,745698,4307081
6368,745683,4307096,DF,41,745698,4307111
6369,745683,4307126,DF,41,745698,4307141
6370,745683,4307156,DF,41,745698,4307171
6371,745683,4307186,DF,41,745698,4307201
6372,745683,4307216,DF,41,745698,4307231
6373,745683,4307246,DF,41,745698,4307261
6374,745683,4307276,DF,41,745698,4307291
6375,745683,4307306,DF,41,745698,4307321
6376,745683,4307336,DF,41,745698,4307351
6377,745683,4307366,SS,52,745698,4307381
6378,745683,4307396,SS,52,745698,4307411
6379,745683,4307426,SS,52,745698,4307441
6380,745683,4307456,SS,52,745698,4307471
6381,745683,4307486,SS,52,745698,4307501
6382,745683,4307516,SS,52,745698,4307531
6383,745683,4307546,DF,41,745698,4307561
6384,745683,4307576,SS,52,745698,4307591
6385,745683,4307606,SS,52,745698,4307621
6386,745683,4307636,SS,52,745698,4307651
6387,745683,4307666,DF,41,745698,4307681
6388,745683,4307696,DF,41,745698,4307711
6389,745683,4307726,DF,41,745698,4307741
6390,745683,4307756,SS,52,745698,4307771
6391,745683,4307786,SS,52,745698,4307801
6392,745683,4307816,DF,41,745698,4307831
6393,745683,4307846,DF,41,745698,4307861
6394,745683,4307876,DLI,22,745698,4307891
6395,745683,4307906,DLI,22,745698,4307921
6396,745683,4307936,DF,41,745698,4307951
6397,745683,4307966,DF,41,745698,4307981
6398,745683,4307996,DF,41,745698,4308011
6399,745683,4308026,MF,43,745698,4308041
6404,745683,4308176,PH,81,745698,4308191
6405,745683,4308206,PH,81,745698,4308221
6406,745683,4308236,PH,81,745698,4308251
6407,745683,4308266,PH,81,745698,4308281
6408,745683,4308296,PH,81,745698,4308311
6409,745683,4308326,PH,81,745698,4308341
6410,745683,4308356,PH,81,745698,4308371
6411,745683,4308386,PH,81,745698,4308401
6412,745683,4308416,PH,81,745698,4308431
6413,745683,4308446,PH,81,745698,4308461
6414,745683,4308476,PH,81,745698,4308491
6415,745683,4308506,PH,81,745698,4308521
6416,745683,4308536,PH,81,745698,4308551
6417,745683,4308566,DF,41,745698,4308581
6418,745683,4308596,DF,41,745698,4308611
6419,745683,4308626,DF,41,745698,4308641
6420,745683,4308656,DF,41,745698,4308671
6421,745683,4308686,DF,41,745698,4308701
6422,745683,4308716,DF,41,745698,4308731
6423,745683,4308746,DF,41,745698,4308761
6424,745683,4308776,DF,41,745698,4308791
6425,745683,4308806,DF,41,745698,4308821
6426,745683,4308836,SS,52,745698,4308851
6427,745683,4308866,PH,81,745698,4308881
6428,745683,4308896,PH,81,745698,4308911
6429,745683,4308926,SS,52,745698,4308941
6430,745683,4308956,PH,81,745698,4308971
6431,745683,4308986,SS,52,745698,4309001
6432,745683,4309016,SS,52,745698,4309031
6433,745683,4309046,SS,52,745698,4309061
6434,745683,4309076,DF,41,745698,4309091
6435,745683,4309106,DF,41,745698,4309121
6436,745683,4309136,DF,41,745698,4309151
6437,745683,4309166,DF,41,745698,4309181
6438,745683,4309196,DF,41,745698,4309211
6439,745683,4309226,DF,41,745698,4309241
6440,745683,4309256,DF,41,745698,4309271
6441,745683,4309286,DF,41,745698,4309301
6442,745683,4309316,DF,41,745698,4309331
6468,745713,4305476,DF,41,745728,4305491
6469,745713,4305506,DF,41,745728,4305521
6470,745713,4305536,DF,41,745728,4305551
6471,745713,4305566,DF,41,745728,4305581
6472,745713,4305596,SS,52,745728,4305611
6473,745713,4305626,SS,52,745728,4305641
6474,745713,4305656,DF,41,745728,4305671
6475,745713,4305686,DF,41,745728,4305701
6476,745713,4305716,DF,41,745728,4305731
6477,745713,4305746,DF,41,745728,4305761
6478,745713,4305776,DF,41,745728,4305791
6479,745713,4305806,DF,41,745728,4305821
6480,745713,4305836,DF,41,745728,4305851
6481,745713,4305866,DF,41,745728,4305881
6482,745713,4305896,DF,41,745728,4305911
6483,745713,4305926,DF,41,745728,4305941
6484,745713,4305956,DF,41,745728,4305971
6485,745713,4305986,DF,41,745728,4306001
6499,745713,4306406,NA,-9999,745728,4306421
6500,745713,4306436,DF,41,745728,4306451
6501,745713,4306466,DF,41,745728,4306481
6502,745713,4306496,DF,41,745728,4306511
6503,745713,4306526,DF,41,745728,4306541
6504,745713,4306556,DF,41,745728,4306571
6505,745713,4306586,DF,41,745728,4306601
6506,745713,4306616,DF,41,745728,4306631
6507,745713,4306646,DF,41,745728,4306661
6508,745713,4306676,DF,41,745728,4306691
6509,745713,4306706,DF,41,745728,4306721
6510,745713,4306736,DF,41,745728,4306751
6511,745713,4306766,DF,41,745728,4306781
6512,745713,4306796,DF,41,745728,4306811
6513,745713,4306826,DF,41,745728,4306841
6514,745713,4306856,DF,41,745728,4306871
6515,745713,4306886,DF,41,745728,4306901
6516,745713,4306916,DF,41,745728,4306931
6517,745713,4306946,DF,41,745728,4306961
6518,745713,4306976,DF,41,745728,4306991
6519,745713,4307006,DF,41,745728,4307021
6520,745713,4307036,DF,41,745728,4307051
6521,745713,4307066,DF,41,745728,4307081
6522,745713,4307096,SS,52,745728,4307111
6523,745713,4307126,DF,41,745728,4307141
6524,745713,4307156,DF,41,745728,4307171
6525,745713,4307186,DF,41,745728,4307201
6526,745713,4307216,DF,41,745728,4307231
6527,745713,4307246,DF,41,745728,4307261
6528,745713,4307276,DF,41,745728,4307291
6529,745713,4307306,DF,41,745728,4307321
