,X_Loc,Y_Loc,NLCD,Code,X_Centroid,Y_Centroid
121,744453,4309106,NA,-9999,744468,4309121
122,744453,4309136,NA,-9999,744468,4309151
123,744453,4309166,DLI,22,744468,4309181
124,744453,4309196,NA,-9999,744468,4309211
273,744483,4309046,NA,-9999,744498,4309061
274,744483,4309076,DF,41,744498,4309091
275,744483,4309106,DLI,22,744498,4309121
276,744483,4309136,DLI,22,744498,4309151
277,744483,4309166,DF,41,744498,4309181
278,744483,4309196,DF,41,744498,4309211
279,744483,4309226,DF,41,744498,4309241
280,744483,4309256,NA,-9999,744498,4309271
425,744513,4308986,NA,-9999,744528,4309001
426,744513,4309016,DF,41,744528,4309031
427,744513,4309046,DLI,22,744528,4309061
428,744513,4309076,DLI,22,744528,4309091
429,744513,4309106,NA,-9999,744528,4309121
430,744513,4309136,DF,41,744528,4309151
431,744513,4309166,DF,41,744528,4309181
432,744513,4309196,DF,41,744528,4309211
433,744513,4309226,DF,41,744528,4309241
434,744513,4309256,DF,41,744528,4309271
435,744513,4309286,DF,41,744528,4309301
436,744513,4309316,NA,-9999,744528,4309331
437,744513,4309346,NA,-9999,744528,4309361
578,744543,4308956,NA,-9999,744558,4308971
579,744543,4308986,DLI,22,744558,4309001
580,744543,4309016,DF,41,744558,4309031
581,744543,4309046,DF,41,744558,4309061
582,744543,4309076,NA,-9999,744558,4309091
584,744543,4309136,DF,41,744558,4309151
585,744543,4309166,DF,41,744558,4309181
586,744543,4309196,DF,41,744558,4309211
587,744543,4309226,DF,41,744558,4309241
588,744543,4309256,DF,41,744558,4309271
589,744543,4309286,DF,41,744558,4309301
590,744543,4309316,DF,41,744558,4309331
591,744543,4309346,DF,41,744558,4309361
592,744543,4309376,DF,41,744558,4309391
593,744543,4309406,NA,-9999,744558,4309421
731,744573,4308926,DF,41,744588,4308941
732,744573,4308956,DLI,22,744588,4308971
733,744573,4308986,DF,41,744588,4309001
734,744573,4309016,NA,-9999,744588,4309031
737,744573,4309106,NA,-9999,744588,4309121
738,744573,4309136,DF,41,744588,4309151
739,744573,4309166,DF,41,744588,4309181
740,744573,4309196,DF,41,744588,4309211
741,744573,4309226,DF,41,744588,4309241
742,744573,4309256,DF,41,744588,4309271
743,744573,4309286,DF,41,744588,4309301
744,744573,4309316,DF,41,744588,4309331
745,744573,4309346,DF,41,744588,4309361
746,744573,4309376,DF,41,744588,4309391
747,744573,4309406,DF,41,744588,4309421
748,744573,4309436,DF,41,744588,4309451
749,744573,4309466,NA,-9999,744588,4309481
884,744603,4308896,NA,-9999,744618,4308911
885,744603,4308926,DLI,22,744618,4308941
886,744603,4308956,PH,81,744618,4308971
887,744603,4308986,NA,-9999,744618,4309001
891,744603,4309106,DF,41,744618,4309121
892,744603,4309136,DF,41,744618,4309151
893,744603,4309166,DF,41,744618,4309181
894,744603,4309196,DF,41,744618,4309211
895,744603,4309226,DF,41,744618,4309241
896,744603,4309256,DF,41,744618,4309271
897,744603,4309286,DF,41,744618,4309301
898,744603,4309316,DF,41,744618,4309331
899,744603,4309346,DF,41,744618,4309361
900,744603,4309376,DF,41,744618,4309391
901,744603,4309406,DF,41,744618,4309421
902,744603,4309436,DF,41,744618,4309451
903,744603,4309466,DF,41,744618,4309481
904,744603,4309496,DF,41,744618,4309511
905,744603,4309526,NA,-9999,744618,4309541
1037,744633,4308866,NA,-9999,744648,4308881
1038,744633,4308896,DLI,22,744648,4308911
1039,744633,4308926,PH,81,744648,4308941
1044,744633,4309076,SS,52,744648,4309091
1045,744633,4309106,DF,41,744648,4309121
1046,744633,4309136,DF,41,744648,4309151
1047,744633,4309166,DF,41,744648,4309181
1048,744633,4309196,DF,41,744648,4309211
1049,744633,4309226,DF,41,744648,4309241
1050,744633,4309256,DF,41,744648,4309271
1051,744633,4309286,DF,41,744648,4309301
1052,744633,4309316,DF,41,744648,4309331
1053,744633,4309346,DF,41,744648,4309361
1054,744633,4309376,DF,41,744648,4309391
1055,744633,4309406,DF,41,744648,4309421
1056,744633,4309436,DF,41,744648,4309451
1057,744633,4309466,DF,41,744648,4309481
1058,744633,4309496,DF,41,744648,4309511
1059,744633,4309526,DF,41,744648,4309541
1060,744633,4309556,DF,41,744648,4309571
1061,744633,4309586,DF,41,744648,4309601
1062,744633,4309616,NA,-9999,744648,4309631
1190,744663,4308836,NA,-9999,744678,4308851
1191,744663,4308866,DLI,22,744678,4308881
1192,744663,4308896,NA,-9999,744678,4308911
1193,744663,4308926,NA,-9999,744678,4308941
1194,744663,4308956,MF,43,744678,4308971
1195,744663,4308986,NA,-9999,744678,4309001
1197,744663,4309046,NA,-9999,744678,4309061
1198,744663,4309076,DF,41,744678,4309091
1199,744663,4309106,DF,41,744678,4309121
1200,744663,4309136,DF,41,744678,4309151
1201,744663,4309166,DF,41,744678,4309181
1202,744663,4309196,DF,41,744678,4309211
1203,744663,4309226,DF,41,744678,4309241
1204,744663,4309256,DF,41,744678,4309271
1205,744663,4309286,DF,41,744678,4309301
1206,744663,4309316,DF,41,744678,4309331
1207,744663,4309346,DF,41,744678,4309361
1208,744663,4309376,DF,41,744678,4309391
1209,744663,4309406,DF,41,744678,4309421
1210,744663,4309436,DF,41,744678,4309451
1211,744663,4309466,DF,41,744678,4309481
1212,744663,4309496,DF,41,744678,4309511
1213,744663,4309526,DF,41,744678,4309541
1214,744663,4309556,DF,41,744678,4309571
1215,744663,4309586,DF,41,744678,4309601
1216,744663,4309616,DF,41,744678,4309631
1217,744663,4309646,DF,41,744678,4309661
1218,744663,4309676,NA,-9999,744678,4309691
1344,744693,4308836,DLI,22,744708,4308851
1345,744693,4308866,DF,41,744708,4308881
1346,744693,4308896,DF,41,744708,4308911
1347,744693,4308926,PH,81,744708,4308941
1348,744693,4308956,NA,-9999,744708,4308971
1352,744693,4309076,NA,-9999,744708,4309091
1353,744693,4309106,DF,41,744708,4309121
1354,744693,4309136,DF,41,744708,4309151
1355,744693,4309166,DF,41,744708,4309181
1356,744693,4309196,DF,41,744708,4309211
1357,744693,4309226,DF,41,744708,4309241
1358,744693,4309256,DF,41,744708,4309271
1359,744693,4309286,DF,41,744708,4309301
1360,744693,4309316,DF,41,744708,4309331
1361,744693,4309346,DF,41,744708,4309361
1362,744693,4309376,DF,41,744708,4309391
1363,744693,4309406,DF,41,744708,4309421
1364,744693,4309436,DF,41,744708,4309451
1365,744693,4309466,DF,41,744708,4309481
1366,744693,4309496,DF,41,744708,4309511
1367,744693,4309526,DF,41,744708,4309541
1368,744693,4309556,DF,41,744708,4309571
1369,744693,4309586,DF,41,744708,4309601
1370,744693,4309616,DF,41,744708,4309631
1371,744693,4309646,DF,41,744708,4309661
1372,744693,4309676,DF,41,744708,4309691
1373,744693,4309706,DF,41,744708,4309721
1497,744723,4308806,NA,-9999,744738,4308821
1498,744723,4308836,DLI,22,744738,4308851
1499,744723,4308866,DF,41,744738,4308881
1500,744723,4308896,DF,41,744738,4308911
1507,744723,4309106,NA,-9999,744738,4309121
1508,744723,4309136,DF,41,744738,4309151
1509,744723,4309166,DF,41,744738,4309181
1510,744723,4309196,DF,41,744738,4309211
1511,744723,4309226,DF,41,744738,4309241
1512,744723,4309256,DF,41,744738,4309271
1513,744723,4309286,DF,41,744738,4309301
1514,744723,4309316,DF,41,744738,4309331
1515,744723,4309346,DF,41,744738,4309361
1516,744723,4309376,DF,41,744738,4309391
1517,744723,4309406,DF,41,744738,4309421
1518,744723,4309436,DF,41,744738,4309451
1519,744723,4309466,DF,41,744738,4309481
1520,744723,4309496,DF,41,744738,4309511
1521,744723,4309526,DF,41,744738,4309541
1522,744723,4309556,DF,41,744738,4309571
1523,744723,4309586,DF,41,744738,4309601
1524,744723,4309616,DF,41,744738,4309631
1525,744723,4309646,DF,41,744738,4309661
1526,744723,4309676,DF,41,744738,4309691
1527,744723,4309706,DF,41,744738,4309721
1651,744753,4308806,DLI,22,744768,4308821
1652,744753,4308836,MF,43,744768,4308851
1653,744753,4308866,SS,52,744768,4308881
1662,744753,4309136,NA,-9999,744768,4309151
1663,744753,4309166,DF,41,744768,4309181
1664,744753,4309196,DF,41,744768,4309211
1665,744753,4309226,DF,41,744768,4309241
1666,744753,4309256,DF,41,744768,4309271
1667,744753,4309286,DF,41,744768,4309301
1668,744753,4309316,DF,41,744768,4309331
1669,744753,4309346,DF,41,744768,4309361
1670,744753,4309376,DF,41,744768,4309391
1671,744753,4309406,DF,41,744768,4309421
1672,744753,4309436,DF,41,744768,4309451
1673,744753,4309466,DF,41,744768,4309481
1674,744753,4309496,DF,41,744768,4309511
1675,744753,4309526,DF,41,744768,4309541
1676,744753,4309556,DF,41,744768,4309571
1677,744753,4309586,DF,41,744768,4309601
1678,744753,4309616,DF,41,744768,4309631
1679,744753,4309646,DF,41,744768,4309661
1680,744753,4309676,DF,41,744768,4309691
1681,744753,4309706,DF,41,744768,4309721
1804,744783,4308776,NA,-9999,744798,4308791
1805,744783,4308806,DLI,22,744798,4308821
1806,744783,4308836,DLI,22,744798,4308851
1807,744783,4308866,PH,81,744798,4308881
1817,744783,4309166,NA,-9999,744798,4309181
1818,744783,4309196,DF,41,744798,4309211
1819,744783,4309226,DF,41,744798,4309241
1820,744783,4309256,DF,41,744798,4309271
1821,744783,4309286,DF,41,744798,4309301
1822,744783,4309316,DF,41,744798,4309331
1823,744783,4309346,DF,41,744798,4309361
1824,744783,4309376,DF,41,744798,4309391
1825,744783,4309406,DF,41,744798,4309421
1826,744783,4309436,DF,41,744798,4309451
1827,744783,4309466,DF,41,744798,4309481
1828,744783,4309496,DF,41,744798,4309511
1829,744783,4309526,DF,41,744798,4309541
1830,744783,4309556,DF,41,744798,4309571
1831,744783,4309586,DF,41,744798,4309601
1832,744783,4309616,DF,41,744798,4309631
1833,744783,4309646,DF,41,744798,4309661
1834,744783,4309676,DF,41,744798,4309691
1835,744783,4309706,DF,41,744798,4309721
1958,744813,4308776,NA,-9999,744828,4308791
1959,744813,4308806,DF,41,744828,4308821
1960,744813,4308836,PH,81,744828,4308851
1961,744813,4308866,NA,-9999,744828,4308881
1973,744813,4309226,NA,-9999,744828,4309241
1976,744813,4309316,DF,41,744828,4309331
1977,744813,4309346,DF,41,744828,4309361
1978,744813,4309376,DF,41,744828,4309391
1979,744813,4309406,DF,41,744828,4309421
1980,744813,4309436,DF,41,744828,4309451
1981,744813,4309466,DF,41,744828,4309481
1982,744813,4309496,DF,41,744828,4309511
1983,744813,4309526,DF,41,744828,4309541
1984,744813,4309556,DF,41,744828,4309571
1985,744813,4309586,DF,41,744828,4309601
1986,744813,4309616,DF,41,744828,4309631
1987,744813,4309646,DF,41,744828,4309661
1988,744813,4309676,DF,41,744828,4309691
1989,744813,4309706,NA,-9999,744828,4309721
2111,744843,4308746,NA,-9999,744858,4308761
2112,744843,4308776,DLI,22,744858,4308791
2113,744843,4308806,DF,41,744858,4308821
2114,744843,4308836,PH,81,744858,4308851
2131,744843,4309346,NA,-9999,744858,4309361
2132,744843,4309376,DF,41,744858,4309391
2133,744843,4309406,DF,41,744858,4309421
2134,744843,4309436,DF,41,744858,4309451
2135,744843,4309466,DF,41,744858,4309481
2136,744843,4309496,DF,41,744858,4309511
2137,744843,4309526,DF,41,744858,4309541
2138,744843,4309556,DF,41,744858,4309571
2139,744843,4309586,DF,41,744858,4309601
2140,744843,4309616,DF,41,744858,4309631
2141,744843,4309646,DF,41,744858,4309661
2142,744843,4309676,DF,41,744858,4309691
2143,744843,4309706,DF,41,744858,4309721
2265,744873,4308746,NA,-9999,744888,4308761
2266,744873,4308776,DLI,22,744888,4308791
2267,744873,4308806,DF,41,744888,4308821
2268,744873,4308836,NA,-9999,744888,4308851
2287,744873,4309406,DF,41,744888,4309421
2288,744873,4309436,DF,41,744888,4309451
2289,744873,4309466,DF,41,744888,4309481
2290,744873,4309496,DF,41,744888,4309511
2291,744873,4309526,DF,41,744888,4309541
2292,744873,4309556,DF,41,744888,4309571
2293,744873,4309586,DF,41,744888,4309601
2294,744873,4309616,DF,41,744888,4309631
2295,744873,4309646,DF,41,744888,4309661
2296,744873,4309676,DF,41,744888,4309691
2297,744873,4309706,NA,-9999,744888,4309721
2418,744903,4308716,NA,-9999,744918,4308731
2419,744903,4308746,DLI,22,744918,4308761
2420,744903,4308776,DF,41,744918,4308791
2421,744903,4308806,DF,41,744918,4308821
2422,744903,4308836,NA,-9999,744918,4308851
2442,744903,4309436,NA,-9999,744918,4309451
2443,744903,4309466,DF,41,744918,4309481
2444,744903,4309496,DF,41,744918,4309511
2445,744903,4309526,DF,41,744918,4309541
2446,744903,4309556,DF,41,744918,4309571
2447,744903,4309586,DF,41,744918,4309601
2448,744903,4309616,DF,41,744918,4309631
2449,744903,4309646,DF,41,744918,4309661
2450,744903,4309676,DF,41,744918,4309691
2451,744903,4309706,NA,-9999,744918,4309721
2572,744933,4308716,DF,41,744948,4308731
2573,744933,4308746,DLI,22,744948,4308761
2574,744933,4308776,DF,41,744948,4308791
2575,744933,4308806,DF,41,744948,4308821
2576,744933,4308836,NA,-9999,744948,4308851
2598,744933,4309496,DF,41,744948,4309511
2599,744933,4309526,DF,41,744948,4309541
2600,744933,4309556,DF,41,744948,4309571
2601,744933,4309586,DF,41,744948,4309601
2602,744933,4309616,DF,41,744948,4309631
2603,744933,4309646,DF,41,744948,4309661
2604,744933,4309676,DF,41,744948,4309691
2605,744933,4309706,NA,-9999,744948,4309721
2725,744963,4308686,DF,41,744978,4308701
2726,744963,4308716,DLI,22,744978,4308731
2727,744963,4308746,DF,41,744978,4308761
2728,744963,4308776,DF,41,744978,4308791
2729,744963,4308806,NA,-9999,744978,4308821
2753,744963,4309526,NA,-9999,744978,4309541
2754,744963,4309556,DF,41,744978,4309571
2755,744963,4309586,DF,41,744978,4309601
2756,744963,4309616,DF,41,744978,4309631
2757,744963,4309646,DF,41,744978,4309661
2758,744963,4309676,DF,41,744978,4309691
2759,744963,4309706,NA,-9999,744978,4309721
2837,744993,4307426,NA,-9999,745008,4307441
2838,744993,4307456,DF,41,745008,4307471
2839,744993,4307486,DF,41,745008,4307501
2840,744993,4307516,DF,41,745008,4307531
2841,744993,4307546,DF,41,745008,4307561
2842,744993,4307576,DF,41,745008,4307591
2843,744993,4307606,DF,41,745008,4307621
2844,744993,4307636,NA,-9999,745008,4307651
2878,744993,4308656,DF,41,745008,4308671
2879,744993,4308686,DLI,22,745008,4308701
2880,744993,4308716,DF,41,745008,4308731
2881,744993,4308746,DF,41,745008,4308761
2882,744993,4308776,PH,81,745008,4308791
2908,744993,4309556,DF,41,745008,4309571
2909,744993,4309586,DF,41,745008,4309601
2910,744993,4309616,DF,41,745008,4309631
2911,744993,4309646,DF,41,745008,4309661
2912,744993,4309676,DF,41,745008,4309691
2990,745023,4307396,DF,41,745038,4307411
2991,745023,4307426,DF,41,745038,4307441
2992,745023,4307456,DF,41,745038,4307471
2993,745023,4307486,DF,41,745038,4307501
2994,745023,4307516,DF,41,745038,4307531
2995,745023,4307546,DF,41,745038,4307561
2996,745023,4307576,DF,41,745038,4307591
2997,745023,4307606,DF,41,745038,4307621
2998,745023,4307636,DF,41,745038,4307651
2999,745023,4307666,NA,-9999,745038,4307681
3031,745023,4308626,DF,41,745038,4308641
3032,745023,4308656,DLI,22,745038,4308671
3033,745023,4308686,DF,41,745038,4308701
3034,745023,4308716,DF,41,745038,4308731
3035,745023,4308746,PH,81,745038,4308761
3061,745023,4309526,NA,-9999,745038,4309541
3062,745023,4309556,DF,41,745038,4309571
3063,745023,4309586,DF,41,745038,4309601
3064,745023,4309616,DF,41,745038,4309631
3065,745023,4309646,DF,41,745038,4309661
3066,745023,4309676,DF,41,745038,4309691
3142,745053,4307336,NA,-9999,745068,4307351
3143,745053,4307366,DF,41,745068,4307381
3144,745053,4307396,DF,41,745068,4307411
3145,745053,4307426,DF,41,745068,4307441
3146,745053,4307456,DF,41,745068,4307471
3147,745053,4307486,DF,41,745068,4307501
3148,745053,4307516,DF,41,745068,4307531
3149,745053,4307546,DF,41,745068,4307561
3150,745053,4307576,DF,41,745068,4307591
3151,745053,4307606,DF,41,745068,4307621
3152,745053,4307636,DF,41,745068,4307651
3153,745053,4307666,SS,52,745068,4307681
3183,745053,4308566,NA,-9999,745068,4308581
3184,745053,4308596,DF,41,745068,4308611
3185,745053,4308626,DLI,22,745068,4308641
3186,745053,4308656,DF,41,745068,4308671
3187,745053,4308686,SS,52,745068,4308701
3188,745053,4308716,NA,-9999,745068,4308731
3207,745053,4309286,NA,-9999,745068,4309301
3208,745053,4309316,SS,52,745068,4309331
3209,745053,4309346,DF,41,745068,4309361
3210,745053,4309376,DF,41,745068,4309391
3211,745053,4309406,DF,41,745068,4309421
3212,745053,4309436,DF,41,745068,4309451
3213,745053,4309466,DF,41,745068,4309481
3214,745053,4309496,DF,41,745068,4309511
3215,745053,4309526,DF,41,745068,4309541
3216,745053,4309556,DF,41,745068,4309571
3217,745053,4309586,DF,41,745068,4309601
3218,745053,4309616,DF,41,745068,4309631
3219,745053,4309646,DF,41,745068,4309661
3220,745053,4309676,DF,41,745068,4309691
3296,745083,4307336,DF,41,745098,4307351
3297,745083,4307366,DF,41,745098,4307381
3298,745083,4307396,DF,41,745098,4307411
3299,745083,4307426,DF,41,745098,4307441
3300,745083,4307456,DF,41,745098,4307471
3301,745083,4307486,DF,41,745098,4307501
3302,745083,4307516,DF,41,745098,4307531
3303,745083,4307546,DF,41,745098,4307561
3304,745083,4307576,DF,41,745098,4307591
3305,745083,4307606,DF,41,745098,4307621
3306,745083,4307636,DF,41,745098,4307651
3307,745083,4307666,DF,41,745098,4307681
3308,745083,4307696,NA,-9999,745098,4307711
3336,745083,4308536,NA,-9999,745098,4308551
3337,745083,4308566,DLI,22,745098,4308581
3338,745083,4308596,DF,41,745098,4308611
3339,745083,4308626,DF,41,745098,4308641
3340,745083,4308656,NA,-9999,745098,4308671
3360,745083,4309256,NA,-9999,745098,4309271
3361,745083,4309286,DF,41,745098,4309301
3362,745083,4309316,DF,41,745098,4309331
3363,745083,4309346,DF,41,745098,4309361
3364,745083,4309376,DF,41,745098,4309391
3365,745083,4309406,DF,41,745098,4309421
3366,745083,4309436,DF,41,745098,4309451
3367,745083,4309466,DF,41,745098,4309481
3368,745083,4309496,DF,41,745098,4309511
3369,745083,4309526,DF,41,745098,4309541
3370,745083,4309556,DF,41,745098,4309571
3371,745083,4309586,DF,41,745098,4309601
3372,745083,4309616,DF,41,745098,4309631
3373,745083,4309646,DF,41,745098,4309661
3374,745083,4309676,NA,-9999,745098,4309691
3450,745113,4307336,DF,41,745128,4307351
3451,745113,4307366,DF,41,745128,4307381
3452,745113,4307396,DF,41,745128,4307411
3453,745113,4307426,DF,41,745128,4307441
3454,745113,4307456,DF,41,745128,4307471
3455,745113,4307486,DF,41,745128,4307501
3456,745113,4307516,DF,41,745128,4307531
3457,745113,4307546,DF,41,745128,4307561
3458,745113,4307576,DF,41,745128,4307591
3459,745113,4307606,DF,41,745128,4307621
3460,745113,4307636,DF,41,745128,4307651
3461,745113,4307666,DF,41,745128,4307681
3462,745113,4307696,DF,41,745128,4307711
3488,745113,4308476,NA,-9999,745128,4308491
3489,745113,4308506,DF,41,745128,4308521
3490,745113,4308536,DLI,22,745128,4308551
3491,745113,4308566,DF,41,745128,4308581
3492,745113,4308596,NA,-9999,745128,4308611
3493,745113,4308626,NA,-9999,745128,4308641
3513,745113,4309226,NA,-9999,745128,4309241
3514,745113,4309256,SS,52,745128,4309271
3515,745113,4309286,DF,41,745128,4309301
3516,745113,4309316,DF,41,745128,4309331
3517,745113,4309346,DF,41,745128,4309361
3518,745113,4309376,DF,41,745128,4309391
3519,745113,4309406,DF,41,745128,4309421
3520,745113,4309436,DF,41,745128,4309451
3521,745113,4309466,DF,41,745128,4309481
3522,745113,4309496,DF,41,745128,4309511
3523,745113,4309526,DF,41,745128,4309541
3524,745113,4309556,DF,41,745128,4309571
3525,745113,4309586,DF,41,745128,4309601
3526,745113,4309616,DF,41,745128,4309631
3527,745113,4309646,NA,-9999,745128,4309661
3603,745143,4307306,NA,-9999,745158,4307321
3604,745143,4307336,DF,41,745158,4307351
3605,745143,4307366,DF,41,745158,4307381
3606,745143,4307396,DF,41,745158,4307411
3607,745143,4307426,DF,41,745158,4307441
3608,745143,4307456,DF,41,745158,4307471
3609,745143,4307486,DF,41,745158,4307501
3610,745143,4307516,DF,41,745158,4307531
3611,745143,4307546,DF,41,745158,4307561
3612,745143,4307576,DF,41,745158,4307591
3613,745143,4307606,DF,41,745158,4307621
3614,745143,4307636,DF,41,745158,4307651
3615,745143,4307666,DF,41,745158,4307681
3616,745143,4307696,DF,41,745158,4307711
3617,745143,4307726,NA,-9999,745158,4307741
3641,745143,4308446,DF,41,745158,4308461
3642,745143,4308476,DLI,22,745158,4308491
3643,745143,4308506,DLI,22,745158,4308521
3644,745143,4308536,DF,41,745158,4308551
3645,745143,4308566,SS,52,745158,4308581
3646,745143,4308596,NA,-9999,745158,4308611
3667,745143,4309226,PH,81,745158,4309241
3668,745143,4309256,DF,41,745158,4309271
3669,745143,4309286,DF,41,745158,4309301
3670,745143,4309316,DF,41,745158,4309331
3671,745143,4309346,DF,41,745158,4309361
3672,745143,4309376,DF,41,745158,4309391
3673,745143,4309406,DF,41,745158,4309421
3674,745143,4309436,DF,41,745158,4309451
3675,745143,4309466,DF,41,745158,4309481
3676,745143,4309496,DF,41,745158,4309511
3677,745143,4309526,DF,41,745158,4309541
3678,745143,4309556,DF,41,745158,4309571
3679,745143,4309586,DF,41,745158,4309601
3680,745143,4309616,NA,-9999,745158,4309631
3757,745173,4307306,DF,41,745188,4307321
3758,745173,4307336,DF,41,745188,4307351
3759,745173,4307366,DF,41,745188,4307381
3760,745173,4307396,DF,41,745188,4307411
3761,745173,4307426,DF,41,745188,4307441
3762,745173,4307456,DF,41,745188,4307471
3763,745173,4307486,DF,41,745188,4307501
3764,745173,4307516,DF,41,745188,4307531
3765,745173,4307546,DF,41,745188,4307561
3766,745173,4307576,DF,41,745188,4307591
3767,745173,4307606,DF,41,745188,4307621
3768,745173,4307636,DF,41,745188,4307651
3769,745173,4307666,DF,41,745188,4307681
3770,745173,4307696,DF,41,745188,4307711
3771,745173,4307726,DF,41,745188,4307741
3772,745173,4307756,NA,-9999,745188,4307771
3793,745173,4308386,NA,-9999,745188,4308401
3794,745173,4308416,DF,41,745188,4308431
3795,745173,4308446,DF,41,745188,4308461
3796,745173,4308476,DF,41,745188,4308491
3797,745173,4308506,DF,41,745188,4308521
3798,745173,4308536,DF,41,745188,4308551
3799,745173,4308566,DF,41,745188,4308581
3800,745173,4308596,SS,52,745188,4308611
3801,745173,4308626,NA,-9999,745188,4308641
3821,745173,4309226,PH,81,745188,4309241
3822,745173,4309256,DF,41,745188,4309271
3823,745173,4309286,DF,41,745188,4309301
3824,745173,4309316,DF,41,745188,4309331
3825,745173,4309346,DF,41,745188,4309361
3826,745173,4309376,DF,41,745188,4309391
3827,745173,4309406,DF,41,745188,4309421
3828,745173,4309436,DF,41,745188,4309451
3829,745173,4309466,DF,41,745188,4309481
3830,745173,4309496,DF,41,745188,4309511
3831,745173,4309526,DF,41,745188,4309541
3832,745173,4309556,DF,41,745188,4309571
3833,745173,4309586,DF,41,745188,4309601
3911,745203,4307306,DF,41,745218,4307321
3912,745203,4307336,DF,41,745218,4307351
3913,745203,4307366,DF,41,745218,4307381
3914,745203,4307396,DF,41,745218,4307411
3915,745203,4307426,DF,41,745218,4307441
3916,745203,4307456,DF,41,745218,4307471
3917,745203,4307486,DF,41,745218,4307501
3918,745203,4307516,DF,41,745218,4307531
3919,745203,4307546,DF,41,745218,4307561
3920,745203,4307576,DF,41,745218,4307591
3921,745203,4307606,DF,41,745218,4307621
3922,745203,4307636,DF,41,745218,4307651
3923,745203,4307666,DF,41,745218,4307681
3924,745203,4307696,DF,41,745218,4307711
3925,745203,4307726,DF,41,745218,4307741
3926,745203,4307756,DF,41,745218,4307771
3927,745203,4307786,NA,-9999,745218,4307801
3946,745203,4308356,NA,-9999,745218,4308371
3947,745203,4308386,DF,41,745218,4308401
3948,745203,4308416,DF,41,745218,4308431
3949,745203,4308446,DF,41,745218,4308461
3950,745203,4308476,DF,41,745218,4308491
3951,745203,4308506,DF,41,745218,4308521
3952,745203,4308536,DF,41,745218,4308551
3953,745203,4308566,DF,41,745218,4308581
3954,745203,4308596,DF,41,745218,4308611
3955,745203,4308626,SS,52,745218,4308641
3956,745203,4308656,NA,-9999,745218,4308671
3974,745203,4309196,NA,-9999,745218,4309211
3975,745203,4309226,DF,41,745218,4309241
3976,745203,4309256,DF,41,745218,4309271
3977,745203,4309286,DF,41,745218,4309301
3978,745203,4309316,DF,41,745218,4309331
3979,745203,4309346,DF,41,745218,4309361
3980,745203,4309376,DF,41,745218,4309391
3981,745203,4309406,DF,41,745218,4309421
3982,745203,4309436,DF,41,745218,4309451
3983,745203,4309466,DF,41,745218,4309481
3984,745203,4309496,DF,41,745218,4309511
3985,745203,4309526,DF,41,745218,4309541
3986,745203,4309556,DF,41,745218,4309571
4064,745233,4307276,NA,-9999,745248,4307291
4065,745233,4307306,DF,41,745248,4307321
4066,745233,4307336,DF,41,745248,4307351
4067,745233,4307366,DF,41,745248,4307381
4068,745233,4307396,DF,41,745248,4307411
4069,745233,4307426,DF,41,745248,4307441
4070,745233,4307456,DF,41,745248,4307471
4071,745233,4307486,DF,41,745248,4307501
4072,745233,4307516,DF,41,745248,4307531
4073,745233,4307546,DF,41,745248,4307561
4074,745233,4307576,DF,41,745248,4307591
4075,745233,4307606,DF,41,745248,4307621
4076,745233,4307636,DF,41,745248,4307651
4077,745233,4307666,DF,41,745248,4307681
4078,745233,4307696,DF,41,745248,4307711
4079,745233,4307726,DF,41,745248,4307741
4080,745233,4307756,DF,41,745248,4307771
4081,745233,4307786,DF,41,745248,4307801
4082,745233,4307816,NA,-9999,745248,4307831
4100,745233,4308356,DLI,22,745248,4308371
4101,745233,4308386,DF,41,745248,4308401
4102,745233,4308416,DF,41,745248,4308431
4103,745233,4308446,DF,41,745248,4308461
4104,745233,4308476,SS,52,745248,4308491
4105,745233,4308506,SS,52,745248,4308521
4106,745233,4308536,DF,41,745248,4308551
4107,745233,4308566,DF,41,745248,4308581
4108,745233,4308596,DF,41,745248,4308611
4109,745233,4308626,SS,52,745248,4308641
4110,745233,4308656,PH,81,745248,4308671
4128,745233,4309196,DF,41,745248,4309211
4129,745233,4309226,DF,41,745248,4309241
4130,745233,4309256,DF,41,745248,4309271
4131,745233,4309286,DF,41,745248,4309301
4132,745233,4309316,DF,41,745248,4309331
4133,745233,4309346,DF,41,745248,4309361
4134,745233,4309376,DF,41,745248,4309391
4135,745233,4309406,DF,41,745248,4309421
4136,745233,4309436,DF,41,745248,4309451
4137,745233,4309466,DF,41,745248,4309481
4138,745233,4309496,DF,41,745248,4309511
4139,745233,4309526,DF,41,745248,4309541
4140,745233,4309556,NA,-9999,745248,4309571
4218,745263,4307276,DF,41,745278,4307291
4219,745263,4307306,DF,41,745278,4307321
4220,745263,4307336,DF,41,745278,4307351
4221,745263,4307366,DF,41,745278,4307381
4222,745263,4307396,DF,41,745278,4307411
4223,745263,4307426,DF,41,745278,4307441
4224,745263,4307456,DF,41,745278,4307471
4225,745263,4307486,DF,41,745278,4307501
4226,745263,4307516,DF,41,745278,4307531
4227,745263,4307546,DF,41,745278,4307561
4228,745263,4307576,DF,41,745278,4307591
4229,745263,4307606,DF,41,745278,4307621
4230,745263,4307636,DF,41,745278,4307651
4231,745263,4307666,DF,41,745278,4307681
4232,745263,4307696,DF,41,745278,4307711
4233,745263,4307726,DF,41,745278,4307741
4234,745263,4307756,DF,41,745278,4307771
4235,745263,4307786,DF,41,745278,4307801
4236,745263,4307816,DF,41,745278,4307831
